,posted,neighborhood,post title,number bedrooms,sqft,URL,price,latlon,lat
1591,2022-05-18 12:36," (930 Figuroa Terrace, Los Angeles, CA)","Large Refreshing Pool and Spa, In Unit Laundry,",2,795.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-refreshing-pool-and/7481945287.html,"2,292",,
1592,2022-05-18 12:36, (Los Angeles),Preleasing Available for move-in June 4th 2022,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-preleasing-available-for/7485331329.html,"1,295",,
1593,2022-05-18 12:33, (Miracle Mile),STUDIO in Koreatown + Laundry On-Site + Hardwood Floors + Gated,,468.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-koreatown-laundry/7485348994.html,"1,600",,
1594,2022-05-18 12:32, (central LA 213/323),Wood Style Floors + Central Air + RENOVATED 1 Bedroom in Highland Park,1,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wood-style-floors-central/7485348398.html,"2,449",,
1595,2022-05-18 12:31," (505 N. Figueroa St., Los Angeles, CA)","Large Picture Windows, Outdoor Putting Green, Powerball Carpeting",1,698.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-picture-windows/7484476486.html,"2,325",,
1596,2022-05-18 12:29, (Hollywood),|| Gas Range | Refrigerator | Studio in Koreatown ||,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-gas-range-refrigerator/7485335539.html,"1,575",,
1597,2022-05-18 12:29, (Silver Lake),🌒 1+1 in Silver Lake ^ Pet-Friendly ^ Dog Run ^ Exposed Brick 🌒,1,741.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-11-in-silver-lake-pet/7485347088.html,"2,195",,
1598,2022-05-18 12:28, (West Hollywood),SPECIALS | 2 Bedroom in WEST HOLLYWOOD | Terrace | Modern Outdoor Pool,2,1582.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-specials-bedroom-in-west/7485346688.html,"6,495",,
1599,2022-05-18 12:28, (Koreatown),"Cozy Fireplace, Remodeled JR 1 Bedroom 1 BA in Downtown Los Angeles",1,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-cozy-fireplace-remodeled-jr/7485346420.html,"1,600",,
1600,2022-05-18 12:27, (Hollywood),Condo Quality 2+2.5 W/ Office in Hollywood -Washer/Dryer -Rooftop Deck,2,1136.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-condo-quality-225-office-in/7485346243.html,"3,695",,
1601,2022-05-18 12:27, (Los Angeles),Upper 2 BD 2 BA in Pico Robertson w/ Central AC & Heat(6064-4),2,1000.0,https://losangeles.craigslist.org/lac/apa/d/beverly-hills-upper-bd-ba-in-pico/7477015400.html,"2,595",,
1602,2022-05-18 12:27, (Los Angeles),Charming 1 BD Apt w/ Real Hardwood and High Ceilings(6110-2),1,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-charming-bd-apt-real/7480414932.html,"2,095",,
1603,2022-05-18 12:27, (Hollywood Deep Dell),Hollywood Hills Hidden Habitation. Studio+Util Paid,,200.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-hollywood-hills-hidden/7485346116.html,"1,600",,
1604,2022-05-18 12:27, (Los Angeles),Renovated 1 BD in Cheviot Hills w/ Balcony & Parking(6111-11),1,700.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bd-in-cheviot/7480388624.html,"2,195",,
1605,2022-05-18 12:24, (Alhambra),Wow! You'll love this amazing 1 bed 1 bath home in Alhambra,1,650.0,https://losangeles.craigslist.org/lac/apa/d/alhambra-wow-youll-love-this-amazing/7485344559.html,"2,200",,
1606,2022-05-18 12:23, (Los Angeles),Preleasing Available for move-in June 4th 2022,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-preleasing-available-for/7485339819.html,"1,295",,
1607,2022-05-18 12:23, (Los Angeles),Cozy Studio!! Near DTLA!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-cozy-studio-near-dtla/7485343869.html,"1,350",,
1608,2022-05-18 12:22," (2901 E. Olympic Blvd Los Angeles, CA)","Two Bedroom Apartment! Refrigerator and Stove Included, Ask For Ester!",2,830.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-two-bedroom-apartment/7485339987.html,"2,597",,
1609,2022-05-18 12:22, (Los Angeles),"NICE PROPERTY CLOSE TO SCHOOLS, FREEWAYS, PARKS, SHOPPING CENTER",2,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-nice-property-close-to/7485343409.html,"2,200",,
1610,2022-05-18 12:21, (DTLA),$500 Look & Lease Special on this Beautiful Roommate Style 2 Bedroom!,2,956.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-500-look-lease-special-on/7485343284.html,"2,918",,
1611,2022-05-18 12:21, (Miracle Mile),2+2 in Miracle Mile/Mid Wilshire Area ^ Off Leash Dog Park ^ Sundeck,2,950.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-22-in-miracle-mile-mid/7485343253.html,"3,438",,
1612,2022-05-18 12:20, (Alhambra),Is this too good to be true? The perfect location in Alhambra,1,650.0,https://losangeles.craigslist.org/lac/apa/d/alhambra-is-this-too-good-to-be-true/7485342699.html,"2,200",,
1613,2022-05-18 12:20, (Franklin Village),Plus One Month Free! Wonderful Closet Space! Newly Renovated!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-plus-one-month-free/7485342523.html,"2,060",,
1614,2022-05-18 12:20, (DTLA),Beautiful 1 Bedroom with Loft!  $1000 Look & Lease!  LAST DAY!!!,1,862.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-bedroom-with-loft/7485342330.html,"2,599",,
1615,2022-05-18 12:20, (Los Angeles),Great community! Visit today!,2,,https://losangeles.craigslist.org/lac/apa/d/beverly-hills-great-community-visit/7482302960.html,"2,850",,
1616,2022-05-18 12:18," (550 N. Figueroa st., Los Angeles, CA)","Powerball Carpeting, 24-Hour Doorman, Sand Volleyball Court",2,946.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-powerball-carpeting-24-hour/7485341563.html,"2,968",,
1617,2022-05-18 12:18," (616 St. Paul Ave., Los Angeles, CA)",One bedroom for June!,1,647.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-bedroom-for-june/7485341296.html,"2,431",,
1618,2022-05-18 12:16, (Los Angeles),WHAT?!?! $1000 LOOK & LEASE SPECIAL!!! LAST DAY! BEAUTIFUL 1 BED!,1,681.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-what-1000-look-lease/7485340549.html,"2,093",,
1619,2022-05-18 12:16," (5351 San Vicente Boulevard, Los Angeles, CA)",One Bedrooms available now! Great Location!,1,585.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-bedrooms-available-now/7485340334.html,"2,078",,
1620,2022-05-18 12:15," (Pico Rivera, Montebello, Downey, Whittier)",Ready To Move In-Stylish And Roomy-Relax At Your New Home!,2,875.0,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-ready-to-move-in-stylish/7485339731.html,"2,425",,
1621,2022-05-18 12:15, (central LA 213/323),"Stainless Steel Appls, Balcony, 2 Bed 2 Bath in The Miracle Mile",2,1000.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-stainless-steel-appls/7485339696.html,"2,825",,
1622,2022-05-18 12:14, (San Pedro),"1, 598 sq foot 3 bedroom townhome",3,,https://losangeles.craigslist.org/lac/apa/d/san-pedro-sq-foot-bedroom-townhome/7485339624.html,"3,000",,
1623,2022-05-18 12:13, (DTLA / South Park),Packard Lofts | SS Appliances | Studio in Downtown Los Angeles,,790.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-packard-lofts-ss-appliances/7485338883.html,"2,500",,
1624,2022-05-18 12:13, (DTLA),Best Studios in Town!!  PLUS!!  $1000 LOOK & LEASE!!  LAST DAY!!,,569.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-best-studios-in-town-plus/7485338830.html,"2,049",,
1625,2022-05-18 12:13," (2901 E. Olympic Blvd Los Angeles, CA)",Cozy Studio! Full Kitchen! Utilities Included! Ask For Ester!,,300.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-cozy-studio-full-kitchen/7485338731.html,"1,586",,
1626,2022-05-18 12:12, (Los Angeles),2 bed 1 bath Apartment in Silver Lake near Echo Park,2,950.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bed-bath-apartment-in/7485338560.html,"2,200",,
1627,2022-05-18 12:12," (930 Figuroa Terrace, Los Angeles, CA)","On Site Maintenance, Central Heating and Air Conditioning, Clubhouse",1,579.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-on-site-maintenance-central/7485338175.html,"2,163",,
1628,2022-05-18 12:11, (central LA 213/323),House for rent,1,,https://losangeles.craigslist.org/lac/apa/d/huntington-park-house-for-rent/7485330507.html,,,
1629,2022-05-18 12:10," (2901 E. Olympic Blvd Los Angeles, CA)",Spacious One Bedroom Apartment!  Ask For Ester!,1,613.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-one-bedroom/7485337459.html,"2,324",,
1630,2022-05-18 12:10," (5119 Maplewood Ave, Los Angeles, CA)","Pre-lease Jun, Stainless Apps, A/C, Balcony, On-Site Laundry",2,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-pre-lease-jun-stainless/7485337315.html,"2,935",,
1631,2022-05-18 12:09, (Los Angeles),Los Feliz 1 Bedroom - walkable to most of life's necessities + more,1,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-los-feliz-bedroom-walkable/7485336956.html,,,
1632,2022-05-18 12:09," (Pico Rivera, Whittier, Montebello, Downey)",Available Now-Be Inspired-Fantastic Two Bedroom Unit As You Deserve!!,2,875.0,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-available-now-be-inspired/7485336802.html,"2,425",,
1633,2022-05-18 12:09, (Hollywood),Penthouse,1,943.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-penthouse/7485336687.html,"3,269",,
1634,2022-05-18 12:06, (DOWNEY),DOWNEY APARTAMENTO DE RENTA 2 RECAMARAS,2,,https://losangeles.craigslist.org/lac/apa/d/downey-downey-apartamento-de-renta/7477858414.html,,,
1635,2022-05-18 12:06, (WHITTIER),WHITTIER APARTAMENTO ESTUDIO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/whittier-whittier-apartamento-estudio/7477863100.html,,,
1636,2022-05-18 12:06, (Koreatown),"Studio in Koreatown, Carpeted Floors, Refrigerator",,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-koreatown/7485335387.html,"1,225",,
1637,2022-05-18 12:06, (DOWNEY),DOWNEY APARTAMENTO DE RENTA 1 RECAMARA,1,,https://losangeles.craigslist.org/lac/apa/d/downey-downey-apartamento-de-renta/7477857061.html,,,
1638,2022-05-18 12:06, (Koreatown/Downtown LA),♧ Vinyl Plank Flooring | SS Appliances | Brand New Studio in K-Town ♧,,435.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-vinyl-plank-flooring-ss/7485335288.html,"2,045",,
1639,2022-05-18 12:06," (2711 Ellendale Place, Los Angeles, CA)","Security Camera, Pet Friendly, Microwave",,500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-security-camera-pet/7480361690.html,"1,900",,
1640,2022-05-18 12:06, (PICO RIVERA),PICO RIVERA APARTAMENTO 2 RECAMARAS,2,,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-pico-rivera-apartamento/7476188605.html,,,
1641,2022-05-18 12:06, (MAYWOOD),MAYWOOD APARTAMENTO SENCILLO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/maywood-maywood-apartamento-sencillo-de/7473258074.html,,,
1642,2022-05-18 12:05," (Korea Town, South Park, DTLA, Los Angeles, Burbank)",PLEASE!! DON'T MISS OUT!! LAST DAY!! 2 WEEKS FREE+PARKING SPACE!,2,945.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-please-dont-miss-out-last/7485334043.html,"2,849",,
1643,2022-05-18 12:05, (LOS ANGELES),LOS ANGELES APARTAMENTO ESTUDIO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-los-angeles-apartamento/7477471569.html,,,
1644,2022-05-18 12:05, (BELL GARDENS),BELL GARDENS APARTAMENTO DE RENTA 1 RECAMARA,1,,https://losangeles.craigslist.org/lac/apa/d/bell-bell-gardens-apartamento-de-renta/7477475132.html,,,
1645,2022-05-18 12:05, (LOS ANGELES),LOS ANGELES TOWNHOUSE DE RENTA 3 RECAMARAS,3,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-los-angeles-townhouse-de/7476185101.html,,,
1646,2022-05-18 12:05," (909 W. Temple St., Los Angeles, CA)",Courtyard view with huge balcony!,,525.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-courtyard-view-with-huge/7481080208.html,"2,180",,
1647,2022-05-18 12:03," (101 Bridewell St, Los Angeles, CA)","Sundeck, Breakfast Bar, Package Acceptance",,440.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-sundeck-breakfast-bar/7482496372.html,"1,522",,
1648,2022-05-18 12:03, (Los Feliz),Apt.412 Beautifully renovated with Balcony,1,665.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-apt412-beautifully/7483323013.html,"2,690",,
1649,2022-05-18 12:03, (central LA 213/323),Patio/Balcony,1,687.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-patio-balcony/7484434271.html,"2,295",,
1650,2022-05-18 12:00, (central LA 213/323),Ceilings from 9' to up to 25' in select townhouses,1,1022.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-ceilings-from-to-up-to-25/7485332242.html,"3,975",,
1651,2022-05-18 12:00, (Roosevelt Lofts DTLA),The Size of this 1 BED 2 BATH is HUGE! MASSIVE 1335 SQ FT!,1,1335.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-the-size-of-this-bed-bath/7485332193.html,"3,784",,
1652,2022-05-18 12:00," (1026 S Broadway, Los Angeles, CA)","Designer Floor Plans, Central Air/Heating, Refrigerator",1,715.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-designer-floor-plans/7477556316.html,"2,745",,
1653,2022-05-18 11:59," (722 Bixel St., Los Angeles, CA)",Apartment Community with Business Center for WFH,,468.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-apartment-community-with/7472960995.html,"1,965",,
1654,2022-05-18 11:59," (505 N. Figueroa St., Los Angeles, CA)","ATM Machines, Granite Countertops, Large Picture Windows",,480.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-atm-machines-granite/7481075126.html,"2,106",,
1655,2022-05-18 11:59, (DOWNEY),DOWNEY CASA DUPLEX DE RENTA 2 RECAMARAS,2,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-downey-casa-duplex-de-renta/7478641617.html,,,
1656,2022-05-18 11:59, (COMPTON),COMPTON AMPLIO APARTAMENTO ESTUDIO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/compton-compton-amplio-apartamento/7474185774.html,,,
1657,2022-05-18 11:59, (BELL GARDENS),BELL GARDENS APARTAMENTO DE RENTA 2 RECAMARAS,2,,https://losangeles.craigslist.org/lac/apa/d/bell-bell-gardens-apartamento-de-renta/7476187143.html,,,
1658,2022-05-18 11:59, (COMPTON),COMPTON AMPLIO DUPLEX ESTUDIO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/compton-compton-amplio-duplex-estudio/7483636727.html,,,
1659,2022-05-18 11:59, (Hollywood Hills),"Real spacious Deluxe 2+2 with parking x2, Location!!!",2,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-real-spacious-deluxe-22/7479114046.html,"2,650",,
1660,2022-05-18 11:59, (Hollywood Hills),"Stainless appliances, Quartz counters, split layout, 2+2, Location!!!",2,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-stainless-appliances-quartz/7480524068.html,"2,750",,
1661,2022-05-18 11:59," (Los Angeles, DTLA, Korea Town, South Park, Silver Lake)",WE HAVE WHAT YOU WANT! $750 OFF+FREE PARKING SPACE! LAST DAY!,1,725.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-we-have-what-you-want-750/7485331234.html,"2,035",,
1662,2022-05-18 11:58," (3205 Los Feliz Boulevard, Los Angeles, CA)",City Outside. Tranquility Inside.,,352.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-city-outside-tranquility/7478443824.html,"1,908",,
1663,2022-05-18 11:57," (930 Figuroa Terrace, Los Angeles, CA)","Central Heating and Air Conditioning, On Site Maintenance, Clubhouse",2,951.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-central-heating-and-air/7473851875.html,"2,684",,
1664,2022-05-18 11:57," (Pico Rivera, Whittier, Montebello)",Two Bedroom Apartment Designed For Your Comfort-Enjoy It Now-!,2,875.0,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-two-bedroom-apartment/7485330238.html,"2,425",,
1665,2022-05-18 11:53, (central LA 213/323),"Hardwood Style Floors, Stainless Steel Appliances, Private Balcony*",2,1762.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-hardwood-style-floors/7485328450.html,"6,651",,
1666,2022-05-18 11:52," (5015 Clinton Street, Los Angeles, CA)","Available Now- In-Unit W/D, Stainless Apps, A/C, Large Balcony",2,1238.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-available-now-in-unit-d/7485327662.html,"3,215",,
1667,2022-05-18 11:51, (Echo Park),Master Bedroom + Bathroom Sublet in 3bd Echo Park Apartment,3,,https://losangeles.craigslist.org/lac/apa/d/dodgertown-master-bedroom-bathroom/7481395038.html,"1,425",,
1668,2022-05-18 11:50, (Hollywood),"Granite/Quartz countertops, Modern, Stylish Kitchen",2,984.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-granite-quartz-countertops/7485326771.html,"3,024",,
1669,2022-05-18 11:50," (Los Angeles, DTLA, Korea Town, South Park, Silver Lake)",Who Wants $750?!?!  PLUS 1 Free Parking Space?!?! LAST DAY!!,1,725.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-who-wants-750-plus-free/7485326653.html,"1,895",,
1670,2022-05-18 11:49, (611 N Howard St),"Yoga Studio, On Site Laundry, Recreation Room with Billiards",1,720.0,https://losangeles.craigslist.org/lac/apa/d/glendale-yoga-studio-on-site-laundry/7485326102.html,"2,773",,
1671,2022-05-18 11:47, (central LA 213/323),Check out our spacious studio apartment with balcony in beautiful DTLA,,468.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-check-out-our-spacious/7485325170.html,"1,925",,
1672,2022-05-18 11:44, (Socal),Completely remodeled 3bd property,3,1104.0,https://losangeles.craigslist.org/lac/apa/d/compton-completely-remodeled-3bd/7476343326.html,"1,799",,
1673,2022-05-18 11:43, (Hollywood),"Additional Storage Space*, Outdoor Fireplaces",1,1035.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-additional-storage-space/7485323330.html,"4,655",,
1674,2022-05-18 11:43, (Los Angeles),Steps Away From Grand Central Market!,1,579.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-steps-away-from-grand/7485322873.html,"2,711",,
1675,2022-05-18 11:41, (central LA 213/323),"Private patios and balconies*, EV charging stations",,605.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-private-patios-and/7485322116.html,"2,255",,
1676,2022-05-18 11:38, (Los Angeles),Top Floor Two Bedroom! Move In Now! Ask About our Specials!,2,884.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-top-floor-two-bedroom-move/7485320775.html,"3,435",,
1677,2022-05-18 11:38," (Los Angeles, DTLA, Korea Town, South Park, Silver Lake)",WAIT!! SEE THIS BEAUTIFUL 2 BEDROOM & SAVE $1354 PLUS 1 PARKING SPACE!,2,975.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wait-see-this-beautiful/7485320742.html,"2,709",,
1678,2022-05-18 11:38, (WESTERN & ADAMS),=== SECTION 8 ONLY! ==== BEAUTIFUL 4 BED / 3 BATH CONDO!============,4,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-section-only-beautiful-bed/7484374079.html,"3,600",,
1679,2022-05-18 11:38, (central LA 213/323),"Covered Parking Garage, Stainless Steel Appliances, Refrigerator",1,759.0,https://losangeles.craigslist.org/lac/apa/d/glendale-covered-parking-garage/7484375274.html,"2,578",,
1680,2022-05-18 12:56, (Los Angeles),2 BR/1BR cottage house for rent,2,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-br-1br-cottage-house-for/7485360657.html,"2,600",,
1681,2022-05-18 12:56," (400 S Main St Los Angeles, CA)",Be Ready To Be Wowed. Huge Urban Loft. Great City View,,1420.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-be-ready-to-be-wowed-huge/7485360507.html,"3,230",,
1682,2022-05-18 12:56, (Hollywood),Spacious 2 Bedroom/2 Bath ~ Coming June!,2,1131.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-bedroom-bath/7485360363.html,"3,327",,
1683,2022-05-18 12:54," (909 W. Temple St., Los Angeles, CA)",City view and plenty of amenities!!!,2,948.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-city-view-and-plenty-of/7483697288.html,"2,995",,
1684,2022-05-18 12:49, (North Westlake),"Wood Inspired Floors, Gym, Newly Built 1 Bedroom in North Westlake",1,1075.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wood-inspired-floors-gym/7485357099.html,"2,300",,
1685,2022-05-18 12:48, (CSUN / Northridge / Granada Hills),Start Summer off in your new home!,2,1185.0,https://losangeles.craigslist.org/lac/apa/d/northridge-start-summer-off-in-your-new/7485356602.html,"2,885",,
1686,2022-05-18 12:48, (Los Angeles),Preleasing Available for move-in June 4th 2022,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-preleasing-available-for/7485346016.html,"1,295",,
1687,2022-05-18 12:48, (CSUN / Northridge / Granada Hills),One Bedroom Coming Available Soon! Great Location!,1,837.0,https://losangeles.craigslist.org/lac/apa/d/northridge-one-bedroom-coming-available/7485356354.html,"2,310",,
1688,2022-05-18 12:47, (Los Angeles),Vinyl Plank Floors || Renovated 2+1 in West Adams Adj || Call Us!,2,1000.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-vinyl-plank-floors/7479627939.html,"2,350",,
1689,2022-05-18 12:47, (Highland Park/Eagle Rock),Brand New 1 Bed 1.5 BA in Eagle Rock Adj*Recessed Lights*W/D in Unit,1,744.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-brand-new-bed-15-ba-in/7485356178.html,"3,000",,
1690,2022-05-18 12:47," (HOLLYWOOD, LOS FELIZ, LOS ANGELES)","***********WASHER DRYER, GORGEOUS TOWNHOUSE,CENTRAL AC, WD FLR, SS APP",3,1500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-washer-dryer-gorgeous/7485355926.html,"3,995",,
1691,2022-05-18 12:47, (Cudahy),3 bedroom apartment  available now!,3,,https://losangeles.craigslist.org/lac/apa/d/huntington-park-bedroom-apartment/7485345492.html,"2,895",,
1692,2022-05-18 12:46, (Miracle Mile),This XL one-bedroom could be yours! Stop by today-Ready NOW!!,1,809.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-this-xl-one-bedroom-could/7485355426.html,"2,496",,
1693,2022-05-18 12:45," (531 North Hobart Boulevard, Los Angeles, CA)","Available Now, Spacious Floorplan, Stainless Apps, Newly Renovated",2,700.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-available-now-spacious/7485355217.html,"2,425",,
1694,2022-05-18 12:45," (Los Angeles, CA)",Happy HUMP day! Upcoming one-bedroom available,,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-happy-hump-day-upcoming-one/7485355144.html,"2,401",,
1695,2022-05-18 12:45," (616 St. Paul Ave. , Los Angeles, CA)","ATM Machine, Berber Carpeting, Automatic Dishwasher",1,647.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-atm-machine-berber/7478313126.html,"2,308",,
1696,2022-05-18 12:44, (central LA 213/323),"Controlled Access/Gated, Refrigerator, Window Coverings",1,575.0,https://losangeles.craigslist.org/lac/apa/d/venice-controlled-access-gated/7479492571.html,"2,795",,
1697,2022-05-18 12:44, (central LA 213/323),Amazing One Bedroom In Luxury High Rise,1,711.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-one-bedroom-in/7485354313.html,"3,250",,
1698,2022-05-18 12:43, (Los Angeles),3+2 Hollywood Apartment,3,1050.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-32-hollywood-apartment/7485354156.html,"3,295",,
1699,2022-05-18 12:41, (Downtown Los Angeles / Aliso Village),Artist Loft in DTLA | Beautifully Remodeled | High Ceiling |  Call Now,,1658.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-artist-loft-in-dtla/7485350798.html,"4,000",,
1700,2022-05-18 12:41, (South LA),Wonderful Apartment * Large floorplans! Sparkling pool! Act fast! *,1,730.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wonderful-apartment-large/7485345437.html,"1,995",,
1701,2022-05-18 12:40, (central LA 213/323),In Unit Washer/Dryer,1,687.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-in-unit-washer-dryer/7483394843.html,"2,295",,
1702,2022-05-18 12:39, (central LA 213/323),Take advantage of our Look & Lease 1K Rent Credit Special!!!!,2,944.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-take-advantage-of-our-look/7477821124.html,"3,225",,
1703,2022-05-18 12:39," (1221 W. 3rd St. , Los Angeles, CA)","You've Got Life, We Have Game, Let's Play-Rent Today.",1,719.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-youve-got-life-we-have-game/7484468997.html,"2,566",,
1704,2022-05-18 12:39, (South Park - DTLA),1 Bedroom PH in DTLA | SS Appliances | W/D in Unit | 1 Month Free,1,711.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-ph-in-dtla-ss/7485351963.html,"2,795",,
1705,2022-05-18 12:38, (Santa Monica),nice and clean 2 bedroom and 2 bathrooms in Santa Monica,2,1300.0,https://losangeles.craigslist.org/lac/apa/d/santa-monica-nice-and-clean-bedroom-and/7485351852.html,938,,
1706,2022-05-18 12:38," (1026 S Broadway, Los Angeles, CA)",2B x2B in DTLA!@!,2,946.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-2b-x2b-in-dtla/7484469668.html,"3,355",,
1707,2022-05-18 12:38, (HOLLYWOOD/HANCOCK PARK ADJ),"2BDRM, 1BATH,REMODELED! PARKING, HARDWOOD, FRIDGE, GRANITE, LED LIGHTS",2,800.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-2bdrm-1bathremodeled/7485351411.html,"2,295",,
1708,2022-05-18 12:37, (Hollywood),1 Month Free | Renovated 1 Bedroom TH in Hollywood | Open House,1,775.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-month-free-renovated/7485351139.html,"2,750",,
1709,2022-05-18 12:37, (Hollywood),Vinyl Plank Flooring ^ Patio/Balcony ^ A/C ^ 2 Bedroom in Hollywood,2,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-vinyl-plank-flooring-patio/7485350930.html,"2,295",,
1710,2022-05-18 12:36, (SILVER LAKE ADJ),"REMODELED! 1 BDRM, PARKING,HARDWOOD,QUARTZ,LED LIGHTS,FRIDGE",1,800.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-remodeled-bdrm/7485350643.html,"2,050",,
1711,2022-05-18 12:36," (930 Figuroa Terrace, Los Angeles, CA)","Large Refreshing Pool and Spa, In Unit Laundry,",2,795.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-refreshing-pool-and/7481945287.html,"2,292",,
