,Unnamed: 0,posted,neighborhood,post title,number bedrooms,sqft,URL,price,latlon,y,x
0,0,2022-05-18 12:56, (Los Angeles),2 BR/1BR cottage house for rent,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-br-1br-cottage-house-for/7485360657.html,"2,600","['34.048200', '-118.334300']",34.048200,-118.334300
1,1,2022-05-18 12:56," (400 S Main St Los Angeles, CA)",Be Ready To Be Wowed. Huge Urban Loft. Great City View,,1420.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-be-ready-to-be-wowed-huge/7485360507.html,"3,230","['34.048212', '-118.247207']",34.048212,-118.247207
2,2,2022-05-18 12:56, (Hollywood),Spacious 2 Bedroom/2 Bath ~ Coming June!,2.0,1131.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-bedroom-bath/7485360363.html,"3,327","['34.107400', '-118.365200']",34.107400,-118.365200
3,3,2022-05-18 12:54," (909 W. Temple St., Los Angeles, CA)",City view and plenty of amenities!!!,2.0,948.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-city-view-and-plenty-of/7483697288.html,"2,995","['34.061400', '-118.238500']",34.061400,-118.238500
4,4,2022-05-18 12:49, (North Westlake),"Wood Inspired Floors, Gym, Newly Built 1 Bedroom in North Westlake",1.0,1075.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wood-inspired-floors-gym/7485357099.html,"2,300","['34.065915', '-118.273467']",34.065915,-118.273467
6,6,2022-05-18 12:48, (Los Angeles),Preleasing Available for move-in June 4th 2022,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-preleasing-available-for/7485346016.html,"1,295","['34.007353', '-118.327104']",34.007353,-118.327104
8,8,2022-05-18 12:47, (Los Angeles),Vinyl Plank Floors || Renovated 2+1 in West Adams Adj || Call Us!,2.0,1000.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-vinyl-plank-floors/7479627939.html,"2,350","['34.013136', '-118.348429']",34.013136,-118.348429
9,9,2022-05-18 12:47, (Highland Park/Eagle Rock),Brand New 1 Bed 1.5 BA in Eagle Rock Adj*Recessed Lights*W/D in Unit,1.0,744.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-brand-new-bed-15-ba-in/7485356178.html,"3,000","['34.118100', '-118.183654']",34.118100,-118.183654
10,10,2022-05-18 12:47," (HOLLYWOOD, LOS FELIZ, LOS ANGELES)","***********WASHER DRYER, GORGEOUS TOWNHOUSE,CENTRAL AC, WD FLR, SS APP",3.0,1500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-washer-dryer-gorgeous/7485355926.html,"3,995","['34.104000', '-118.292500']",34.104000,-118.292500
11,11,2022-05-18 12:47, (Cudahy),3 bedroom apartment  available now!,3.0,,https://losangeles.craigslist.org/lac/apa/d/huntington-park-bedroom-apartment/7485345492.html,"2,895","['33.964514', '-118.195504']",33.964514,-118.195504
12,12,2022-05-18 12:46, (Miracle Mile),This XL one-bedroom could be yours! Stop by today-Ready NOW!!,1.0,809.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-this-xl-one-bedroom-could/7485355426.html,"2,496","['34.064386', '-118.352710']",34.064386,-118.352710
13,13,2022-05-18 12:45," (531 North Hobart Boulevard, Los Angeles, CA)","Available Now, Spacious Floorplan, Stainless Apps, Newly Renovated",2.0,700.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-available-now-spacious/7485355217.html,"2,425","['34.076200', '-118.302900']",34.076200,-118.302900
14,14,2022-05-18 12:45," (Los Angeles, CA)",Happy HUMP day! Upcoming one-bedroom available,,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-happy-hump-day-upcoming-one/7485355144.html,"2,401","['34.064446', '-118.352237']",34.064446,-118.352237
15,15,2022-05-18 12:45," (616 St. Paul Ave. , Los Angeles, CA)","ATM Machine, Berber Carpeting, Automatic Dishwasher",1.0,647.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-atm-machine-berber/7478313126.html,"2,308","['34.055900', '-118.266600']",34.055900,-118.266600
16,16,2022-05-18 12:44, (central LA 213/323),"Controlled Access/Gated, Refrigerator, Window Coverings",1.0,575.0,https://losangeles.craigslist.org/lac/apa/d/venice-controlled-access-gated/7479492571.html,"2,795","['33.993800', '-118.463500']",33.993800,-118.463500
18,18,2022-05-18 12:43, (Los Angeles),3+2 Hollywood Apartment,3.0,1050.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-32-hollywood-apartment/7485354156.html,"3,295","['34.092609', '-118.325258']",34.092609,-118.325258
19,19,2022-05-18 12:41, (Downtown Los Angeles / Aliso Village),Artist Loft in DTLA | Beautifully Remodeled | High Ceiling |  Call Now,,1658.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-artist-loft-in-dtla/7485350798.html,"4,000","['34.046112', '-118.232606']",34.046112,-118.232606
20,20,2022-05-18 12:41, (South LA),Wonderful Apartment * Large floorplans! Sparkling pool! Act fast! *,1.0,730.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wonderful-apartment-large/7485345437.html,"1,995","['34.001479', '-118.356389']",34.001479,-118.356389
21,21,2022-05-18 12:40, (central LA 213/323),In Unit Washer/Dryer,1.0,687.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-in-unit-washer-dryer/7483394843.html,"2,295","['34.100500', '-118.325400']",34.100500,-118.325400
22,22,2022-05-18 12:39, (central LA 213/323),Take advantage of our Look & Lease 1K Rent Credit Special!!!!,2.0,944.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-take-advantage-of-our-look/7477821124.html,"3,225","['34.055900', '-118.266600']",34.055900,-118.266600
23,23,2022-05-18 12:39," (1221 W. 3rd St. , Los Angeles, CA)","You've Got Life, We Have Game, Let's Play-Rent Today.",1.0,719.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-youve-got-life-we-have-game/7484468997.html,"2,566","['34.057093', '-118.258391']",34.057093,-118.258391
24,24,2022-05-18 12:39, (South Park - DTLA),1 Bedroom PH in DTLA | SS Appliances | W/D in Unit | 1 Month Free,1.0,711.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-ph-in-dtla-ss/7485351963.html,"2,795","['34.039275', '-118.264460']",34.039275,-118.264460
25,25,2022-05-18 12:38, (Santa Monica),nice and clean 2 bedroom and 2 bathrooms in Santa Monica,2.0,1300.0,https://losangeles.craigslist.org/lac/apa/d/santa-monica-nice-and-clean-bedroom-and/7485351852.html,938,"['34.040185', '-118.471323']",34.040185,-118.471323
26,26,2022-05-18 12:38," (1026 S Broadway, Los Angeles, CA)",2B x2B in DTLA!@!,2.0,946.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-2b-x2b-in-dtla/7484469668.html,"3,355","['34.043400', '-118.271600']",34.043400,-118.271600
27,27,2022-05-18 12:38, (HOLLYWOOD/HANCOCK PARK ADJ),"2BDRM, 1BATH,REMODELED! PARKING, HARDWOOD, FRIDGE, GRANITE, LED LIGHTS",2.0,800.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-2bdrm-1bathremodeled/7485351411.html,"2,295","['34.092793', '-118.334510']",34.092793,-118.334510
28,28,2022-05-18 12:37, (Hollywood),1 Month Free | Renovated 1 Bedroom TH in Hollywood | Open House,1.0,775.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-month-free-renovated/7485351139.html,"2,750","['34.093650', '-118.326910']",34.093650,-118.326910
29,29,2022-05-18 12:37, (Hollywood),Vinyl Plank Flooring ^ Patio/Balcony ^ A/C ^ 2 Bedroom in Hollywood,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-vinyl-plank-flooring-patio/7485350930.html,"2,295","['34.098943', '-118.305834']",34.098943,-118.305834
30,30,2022-05-18 12:36, (SILVER LAKE ADJ),"REMODELED! 1 BDRM, PARKING,HARDWOOD,QUARTZ,LED LIGHTS,FRIDGE",1.0,800.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-remodeled-bdrm/7485350643.html,"2,050","['34.069225', '-118.281486']",34.069225,-118.281486
31,31,2022-05-18 12:36," (930 Figuroa Terrace, Los Angeles, CA)","Large Refreshing Pool and Spa, In Unit Laundry,",2.0,795.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-refreshing-pool-and/7481945287.html,"2,292","['34.061400', '-118.238500']",34.061400,-118.238500
32,32,2022-05-18 12:36, (Los Angeles),Preleasing Available for move-in June 4th 2022,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-preleasing-available-for/7485331329.html,"1,295","['34.007353', '-118.327104']",34.007353,-118.327104
33,33,2022-05-18 12:33, (Miracle Mile),STUDIO in Koreatown + Laundry On-Site + Hardwood Floors + Gated,,468.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-koreatown-laundry/7485348994.html,"1,600","['34.059918', '-118.313286']",34.059918,-118.313286
34,34,2022-05-18 12:32, (central LA 213/323),Wood Style Floors + Central Air + RENOVATED 1 Bedroom in Highland Park,1.0,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wood-style-floors-central/7485348398.html,"2,449","['34.110099', '-118.191884']",34.110099,-118.191884
35,35,2022-05-18 12:31," (505 N. Figueroa St., Los Angeles, CA)","Large Picture Windows, Outdoor Putting Green, Powerball Carpeting",1.0,698.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-picture-windows/7484476486.html,"2,325","['34.061400', '-118.238500']",34.061400,-118.238500
36,36,2022-05-18 12:29, (Hollywood),|| Gas Range | Refrigerator | Studio in Koreatown ||,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-gas-range-refrigerator/7485335539.html,"1,575","['34.107652', '-118.325259']",34.107652,-118.325259
37,37,2022-05-18 12:29, (Silver Lake),🌒 1+1 in Silver Lake ^ Pet-Friendly ^ Dog Run ^ Exposed Brick 🌒,1.0,741.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-11-in-silver-lake-pet/7485347088.html,"2,195","['34.087684', '-118.276045']",34.087684,-118.276045
38,38,2022-05-18 12:28, (West Hollywood),SPECIALS | 2 Bedroom in WEST HOLLYWOOD | Terrace | Modern Outdoor Pool,2.0,1582.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-specials-bedroom-in-west/7485346688.html,"6,495","['34.096888', '-118.366302']",34.096888,-118.366302
39,39,2022-05-18 12:28, (Koreatown),"Cozy Fireplace, Remodeled JR 1 Bedroom 1 BA in Downtown Los Angeles",1.0,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-cozy-fireplace-remodeled-jr/7485346420.html,"1,600","['34.068555', '-118.303008']",34.068555,-118.303008
40,40,2022-05-18 12:27, (Hollywood),Condo Quality 2+2.5 W/ Office in Hollywood -Washer/Dryer -Rooftop Deck,2.0,1136.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-condo-quality-225-office-in/7485346243.html,"3,695","['34.100345', '-118.317819']",34.100345,-118.317819
41,41,2022-05-18 12:27, (Los Angeles),Upper 2 BD 2 BA in Pico Robertson w/ Central AC & Heat(6064-4),2.0,1000.0,https://losangeles.craigslist.org/lac/apa/d/beverly-hills-upper-bd-ba-in-pico/7477015400.html,"2,595","['34.058559', '-118.378444']",34.058559,-118.378444
42,42,2022-05-18 12:27, (Los Angeles),Charming 1 BD Apt w/ Real Hardwood and High Ceilings(6110-2),1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-charming-bd-apt-real/7480414932.html,"2,095","['34.077180', '-118.360610']",34.077180,-118.360610
43,43,2022-05-18 12:27, (Hollywood Deep Dell),Hollywood Hills Hidden Habitation. Studio+Util Paid,,200.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-hollywood-hills-hidden/7485346116.html,"1,600","['34.108408', '-118.326910']",34.108408,-118.326910
44,44,2022-05-18 12:27, (Los Angeles),Renovated 1 BD in Cheviot Hills w/ Balcony & Parking(6111-11),1.0,700.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bd-in-cheviot/7480388624.html,"2,195","['34.030410', '-118.405511']",34.030410,-118.405511
45,45,2022-05-18 12:24, (Alhambra),Wow! You'll love this amazing 1 bed 1 bath home in Alhambra,1.0,650.0,https://losangeles.craigslist.org/lac/apa/d/alhambra-wow-youll-love-this-amazing/7485344559.html,"2,200","['34.088288', '-118.135822']",34.088288,-118.135822
46,46,2022-05-18 12:23, (Los Angeles),Preleasing Available for move-in June 4th 2022,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-preleasing-available-for/7485339819.html,"1,295","['34.007353', '-118.327104']",34.007353,-118.327104
47,47,2022-05-18 12:23, (Los Angeles),Cozy Studio!! Near DTLA!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-cozy-studio-near-dtla/7485343869.html,"1,350","['34.052600', '-118.283100']",34.052600,-118.283100
48,48,2022-05-18 12:22," (2901 E. Olympic Blvd Los Angeles, CA)","Two Bedroom Apartment! Refrigerator and Stove Included, Ask For Ester!",2.0,830.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-two-bedroom-apartment/7485339987.html,"2,597","['34.022513', '-118.215605']",34.022513,-118.215605
49,49,2022-05-18 12:22, (Los Angeles),"NICE PROPERTY CLOSE TO SCHOOLS, FREEWAYS, PARKS, SHOPPING CENTER",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-nice-property-close-to/7485343409.html,"2,200","['34.076992', '-118.266659']",34.076992,-118.266659
51,51,2022-05-18 12:21, (Miracle Mile),2+2 in Miracle Mile/Mid Wilshire Area ^ Off Leash Dog Park ^ Sundeck,2.0,950.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-22-in-miracle-mile-mid/7485343253.html,"3,438","['34.064810', '-118.353210']",34.064810,-118.353210
52,52,2022-05-18 12:20, (Alhambra),Is this too good to be true? The perfect location in Alhambra,1.0,650.0,https://losangeles.craigslist.org/lac/apa/d/alhambra-is-this-too-good-to-be-true/7485342699.html,"2,200","['34.088288', '-118.135822']",34.088288,-118.135822
53,53,2022-05-18 12:20, (Franklin Village),Plus One Month Free! Wonderful Closet Space! Newly Renovated!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-plus-one-month-free/7485342523.html,"2,060","['34.103189', '-118.316220']",34.103189,-118.316220
55,55,2022-05-18 12:20, (Los Angeles),Great community! Visit today!,2.0,,https://losangeles.craigslist.org/lac/apa/d/beverly-hills-great-community-visit/7482302960.html,"2,850","['34.059310', '-118.378866']",34.059310,-118.378866
56,56,2022-05-18 12:18," (550 N. Figueroa st., Los Angeles, CA)","Powerball Carpeting, 24-Hour Doorman, Sand Volleyball Court",2.0,946.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-powerball-carpeting-24-hour/7485341563.html,"2,968","['34.061400', '-118.238500']",34.061400,-118.238500
57,57,2022-05-18 12:18," (616 St. Paul Ave., Los Angeles, CA)",One bedroom for June!,1.0,647.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-bedroom-for-june/7485341296.html,"2,431","['34.055900', '-118.266600']",34.055900,-118.266600
59,59,2022-05-18 12:16," (5351 San Vicente Boulevard, Los Angeles, CA)",One Bedrooms available now! Great Location!,1.0,585.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-bedrooms-available-now/7485340334.html,"2,078","['34.048200', '-118.334300']",34.048200,-118.334300
60,60,2022-05-18 12:15," (Pico Rivera, Montebello, Downey, Whittier)",Ready To Move In-Stylish And Roomy-Relax At Your New Home!,2.0,875.0,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-ready-to-move-in-stylish/7485339731.html,"2,425","['33.998952', '-118.083501']",33.998952,-118.083501
61,61,2022-05-18 12:15, (central LA 213/323),"Stainless Steel Appls, Balcony, 2 Bed 2 Bath in The Miracle Mile",2.0,1000.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-stainless-steel-appls/7485339696.html,"2,825","['34.064314', '-118.345392']",34.064314,-118.345392
62,62,2022-05-18 12:14, (San Pedro),"1, 598 sq foot 3 bedroom townhome",3.0,,https://losangeles.craigslist.org/lac/apa/d/san-pedro-sq-foot-bedroom-townhome/7485339624.html,"3,000","['33.742000', '-118.312100']",33.742000,-118.312100
63,63,2022-05-18 12:13, (DTLA / South Park),Packard Lofts | SS Appliances | Studio in Downtown Los Angeles,,790.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-packard-lofts-ss-appliances/7485338883.html,"2,500","['34.043812', '-118.261707']",34.043812,-118.261707
65,65,2022-05-18 12:13," (2901 E. Olympic Blvd Los Angeles, CA)",Cozy Studio! Full Kitchen! Utilities Included! Ask For Ester!,,300.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-cozy-studio-full-kitchen/7485338731.html,"1,586","['34.022513', '-118.215605']",34.022513,-118.215605
66,66,2022-05-18 12:12, (Los Angeles),2 bed 1 bath Apartment in Silver Lake near Echo Park,2.0,950.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bed-bath-apartment-in/7485338560.html,"2,200","['34.076992', '-118.266659']",34.076992,-118.266659
67,67,2022-05-18 12:12," (930 Figuroa Terrace, Los Angeles, CA)","On Site Maintenance, Central Heating and Air Conditioning, Clubhouse",1.0,579.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-on-site-maintenance-central/7485338175.html,"2,163","['34.061400', '-118.238500']",34.061400,-118.238500
68,68,2022-05-18 12:11, (central LA 213/323),House for rent,1.0,,https://losangeles.craigslist.org/lac/apa/d/huntington-park-house-for-rent/7485330507.html,,"['33.973392', '-118.217530']",33.973392,-118.217530
69,69,2022-05-18 12:10," (2901 E. Olympic Blvd Los Angeles, CA)",Spacious One Bedroom Apartment!  Ask For Ester!,1.0,613.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-one-bedroom/7485337459.html,"2,324","['34.022513', '-118.215605']",34.022513,-118.215605
70,70,2022-05-18 12:10," (5119 Maplewood Ave, Los Angeles, CA)","Pre-lease Jun, Stainless Apps, A/C, Balcony, On-Site Laundry",2.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-pre-lease-jun-stainless/7485337315.html,"2,935","['34.076200', '-118.302900']",34.076200,-118.302900
71,71,2022-05-18 12:09, (Los Angeles),Los Feliz 1 Bedroom - walkable to most of life's necessities + more,1.0,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-los-feliz-bedroom-walkable/7485336956.html,,"['34.103509', '-118.291909']",34.103509,-118.291909
72,72,2022-05-18 12:09," (Pico Rivera, Whittier, Montebello, Downey)",Available Now-Be Inspired-Fantastic Two Bedroom Unit As You Deserve!!,2.0,875.0,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-available-now-be-inspired/7485336802.html,"2,425","['33.998952', '-118.083608']",33.998952,-118.083608
73,73,2022-05-18 12:09, (Hollywood),Penthouse,1.0,943.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-penthouse/7485336687.html,"3,269","['34.101751', '-118.337510']",34.101751,-118.337510
74,74,2022-05-18 12:06, (DOWNEY),DOWNEY APARTAMENTO DE RENTA 2 RECAMARAS,2.0,,https://losangeles.craigslist.org/lac/apa/d/downey-downey-apartamento-de-renta/7477858414.html,,"['33.941600', '-118.130600']",33.941600,-118.130600
75,75,2022-05-18 12:06, (WHITTIER),WHITTIER APARTAMENTO ESTUDIO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/whittier-whittier-apartamento-estudio/7477863100.html,,"['33.941300', '-118.035600']",33.941300,-118.035600
76,76,2022-05-18 12:06, (Koreatown),"Studio in Koreatown, Carpeted Floors, Refrigerator",,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-koreatown/7485335387.html,"1,225","['34.066438', '-118.295441']",34.066438,-118.295441
77,77,2022-05-18 12:06, (DOWNEY),DOWNEY APARTAMENTO DE RENTA 1 RECAMARA,1.0,,https://losangeles.craigslist.org/lac/apa/d/downey-downey-apartamento-de-renta/7477857061.html,,"['33.921800', '-118.139500']",33.921800,-118.139500
78,78,2022-05-18 12:06, (Koreatown/Downtown LA),♧ Vinyl Plank Flooring | SS Appliances | Brand New Studio in K-Town ♧,,435.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-vinyl-plank-flooring-ss/7485335288.html,"2,045","['34.055686', '-118.304146']",34.055686,-118.304146
79,79,2022-05-18 12:06," (2711 Ellendale Place, Los Angeles, CA)","Security Camera, Pet Friendly, Microwave",,500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-security-camera-pet/7480361690.html,"1,900","['34.029400', '-118.287100']",34.029400,-118.287100
80,80,2022-05-18 12:06, (PICO RIVERA),PICO RIVERA APARTAMENTO 2 RECAMARAS,2.0,,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-pico-rivera-apartamento/7476188605.html,,"['33.988600', '-118.088300']",33.988600,-118.088300
81,81,2022-05-18 12:06, (MAYWOOD),MAYWOOD APARTAMENTO SENCILLO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/maywood-maywood-apartamento-sencillo-de/7473258074.html,,"['33.989000', '-118.187700']",33.989000,-118.187700
83,83,2022-05-18 12:05, (LOS ANGELES),LOS ANGELES APARTAMENTO ESTUDIO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-los-angeles-apartamento/7477471569.html,,"['34.007900', '-118.258200']",34.007900,-118.258200
84,84,2022-05-18 12:05, (BELL GARDENS),BELL GARDENS APARTAMENTO DE RENTA 1 RECAMARA,1.0,,https://losangeles.craigslist.org/lac/apa/d/bell-bell-gardens-apartamento-de-renta/7477475132.html,,"['33.965300', '-118.151500']",33.965300,-118.151500
85,85,2022-05-18 12:05, (LOS ANGELES),LOS ANGELES TOWNHOUSE DE RENTA 3 RECAMARAS,3.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-los-angeles-townhouse-de/7476185101.html,,"['34.003000', '-118.286300']",34.003000,-118.286300
86,86,2022-05-18 12:05," (909 W. Temple St., Los Angeles, CA)",Courtyard view with huge balcony!,,525.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-courtyard-view-with-huge/7481080208.html,"2,180","['34.061400', '-118.238500']",34.061400,-118.238500
87,87,2022-05-18 12:03," (101 Bridewell St, Los Angeles, CA)","Sundeck, Breakfast Bar, Package Acceptance",,440.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-sundeck-breakfast-bar/7482496372.html,"1,522","['34.114500', '-118.192900']",34.114500,-118.192900
88,88,2022-05-18 12:03, (Los Feliz),Apt.412 Beautifully renovated with Balcony,1.0,665.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-apt412-beautifully/7483323013.html,"2,690","['34.104000', '-118.292500']",34.104000,-118.292500
89,89,2022-05-18 12:03, (central LA 213/323),Patio/Balcony,1.0,687.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-patio-balcony/7484434271.html,"2,295","['34.100500', '-118.325400']",34.100500,-118.325400
90,90,2022-05-18 12:00, (central LA 213/323),Ceilings from 9' to up to 25' in select townhouses,1.0,1022.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-ceilings-from-to-up-to-25/7485332242.html,"3,975","['34.100433', '-118.344960']",34.100433,-118.344960
91,91,2022-05-18 12:00, (Roosevelt Lofts DTLA),The Size of this 1 BED 2 BATH is HUGE! MASSIVE 1335 SQ FT!,1.0,1335.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-the-size-of-this-bed-bath/7485332193.html,"3,784","['34.048712', '-118.258707']",34.048712,-118.258707
92,92,2022-05-18 12:00," (1026 S Broadway, Los Angeles, CA)","Designer Floor Plans, Central Air/Heating, Refrigerator",1.0,715.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-designer-floor-plans/7477556316.html,"2,745","['34.043400', '-118.271600']",34.043400,-118.271600
93,93,2022-05-18 11:59," (722 Bixel St., Los Angeles, CA)",Apartment Community with Business Center for WFH,,468.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-apartment-community-with/7472960995.html,"1,965","['34.055900', '-118.266600']",34.055900,-118.266600
94,94,2022-05-18 11:59," (505 N. Figueroa St., Los Angeles, CA)","ATM Machines, Granite Countertops, Large Picture Windows",,480.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-atm-machines-granite/7481075126.html,"2,106","['34.061400', '-118.238500']",34.061400,-118.238500
95,95,2022-05-18 11:59, (DOWNEY),DOWNEY CASA DUPLEX DE RENTA 2 RECAMARAS,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-downey-casa-duplex-de-renta/7478641617.html,,"['34.114500', '-118.192900']",34.114500,-118.192900
96,96,2022-05-18 11:59, (COMPTON),COMPTON AMPLIO APARTAMENTO ESTUDIO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/compton-compton-amplio-apartamento/7474185774.html,,"['33.879600', '-118.216800']",33.879600,-118.216800
97,97,2022-05-18 11:59, (BELL GARDENS),BELL GARDENS APARTAMENTO DE RENTA 2 RECAMARAS,2.0,,https://losangeles.craigslist.org/lac/apa/d/bell-bell-gardens-apartamento-de-renta/7476187143.html,,"['33.965300', '-118.151500']",33.965300,-118.151500
98,98,2022-05-18 11:59, (COMPTON),COMPTON AMPLIO DUPLEX ESTUDIO DE RENTA,,,https://losangeles.craigslist.org/lac/apa/d/compton-compton-amplio-duplex-estudio/7483636727.html,,"['33.874800', '-118.240200']",33.874800,-118.240200
99,99,2022-05-18 11:59, (Hollywood Hills),"Real spacious Deluxe 2+2 with parking x2, Location!!!",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-real-spacious-deluxe-22/7479114046.html,"2,650","['34.108758', '-118.325275']",34.108758,-118.325275
100,100,2022-05-18 11:59, (Hollywood Hills),"Stainless appliances, Quartz counters, split layout, 2+2, Location!!!",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-stainless-appliances-quartz/7480524068.html,"2,750","['34.108758', '-118.325275']",34.108758,-118.325275
102,102,2022-05-18 11:58," (3205 Los Feliz Boulevard, Los Angeles, CA)",City Outside. Tranquility Inside.,,352.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-city-outside-tranquility/7478443824.html,"1,908","['34.112100', '-118.259400']",34.112100,-118.259400
103,103,2022-05-18 11:57," (930 Figuroa Terrace, Los Angeles, CA)","Central Heating and Air Conditioning, On Site Maintenance, Clubhouse",2.0,951.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-central-heating-and-air/7473851875.html,"2,684","['34.061400', '-118.238500']",34.061400,-118.238500
104,104,2022-05-18 11:57," (Pico Rivera, Whittier, Montebello)",Two Bedroom Apartment Designed For Your Comfort-Enjoy It Now-!,2.0,875.0,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-two-bedroom-apartment/7485330238.html,"2,425","['33.998917', '-118.083608']",33.998917,-118.083608
105,105,2022-05-18 11:53, (central LA 213/323),"Hardwood Style Floors, Stainless Steel Appliances, Private Balcony*",2.0,1762.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-hardwood-style-floors/7485328450.html,"6,651","['34.042212', '-118.266507']",34.042212,-118.266507
106,106,2022-05-18 11:52," (5015 Clinton Street, Los Angeles, CA)","Available Now- In-Unit W/D, Stainless Apps, A/C, Large Balcony",2.0,1238.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-available-now-in-unit-d/7485327662.html,"3,215","['34.076200', '-118.302900']",34.076200,-118.302900
107,107,2022-05-18 11:51, (Echo Park),Master Bedroom + Bathroom Sublet in 3bd Echo Park Apartment,3.0,,https://losangeles.craigslist.org/lac/apa/d/dodgertown-master-bedroom-bathroom/7481395038.html,"1,425","['34.069725', '-118.254089']",34.069725,-118.254089
